;;;
НАСЕДКА;животное; представитель фауны, живой организм из царства Animalia, обычно отличаемый от представителей царства растений (Plantae), питающийся готовыми органическими соединениями и способный активно передвигаться ;https://ru.wiktionary.org/wiki/%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D0%BE%D0%B5
НАСЕДКА;организм ;совокупность систем органов как единая работоспособная система ;https://ru.wiktionary.org/wiki/%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%BC
НАСЛЕДОДАТЕЛЬ;умершее лицо;Насле́дование — переход имущества, прав и связанных с ними обязанностей умершего лица (наследодателя) к иным лицам (наследникам).;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5_(%D0%BF%D1%80%D0%B0%D0%B2%D0%BE)
НАСЛЕДОДАТЕЛЬ;особа;лицо - офиц. особа, человек ;https://ru.wiktionary.org/wiki/%D0%BB%D0%B8%D1%86%D0%BE
НАСЛЕДОДАТЕЛЬ;человек;лицл - офиц. особа, человек ;https://ru.wiktionary.org/wiki/%D0%BB%D0%B8%D1%86%D0%BE
НАСЛЕДОДАТЕЛЬ;личность;особа - личность;https://ru.wiktionary.org/wiki/%D0%BE%D1%81%D0%BE%D0%B1%D0%B0#%D0%A1%D0%B5%D0%BC%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D0%B2%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%B0
НАСЛЕДОДАТЕЛЬ;индивидуум;"личность - человек, индивидуум как субъект социальных отношений и сознательной созидательной деятельности;";https://ru.wiktionary.org/wiki/%D0%BB%D0%B8%D1%87%D0%BD%D0%BE%D1%81%D1%82%D1%8C
НАСМЕШНИК;человек ;насмешливый, любящий насмехаться человек ;https://ru.wiktionary.org/wiki/%D0%BD%D0%B0%D1%81%D0%BC%D0%B5%D1%88%D0%BD%D0%B8%D0%BA
НАСМЕШНИК;представитель млекопитающих ;"человек - представитель млекопитающих рода Homo отряда приматов;";https://ru.wiktionary.org/wiki/%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA
НАСМЕШНИК;примат;"человек - представитель млекопитающих рода Homo отряда приматов;";https://ru.wiktionary.org/wiki/%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA
НАСМЕШНИК;млекопитающее;примат - представитель инфракласса плацентарных млекопитающих;https://ru.wiktionary.org/wiki/%D0%BF%D1%80%D0%B8%D0%BC%D0%B0%D1%82
НАСМЕШНИК;животное;представитель высшего класса позвоночных животных, выкармливающих своих детёнышей грудным молоком;https://ru.wiktionary.org/wiki/%D0%BC%D0%BB%D0%B5%D0%BA%D0%BE%D0%BF%D0%B8%D1%82%D0%B0%D1%8E%D1%89%D0%B5%D0%B5
НАСТУРЦИЯ;растение семейства Настурциевые;Насту́рция, или Капуци́н (лат. Tropaéolum) — род травянистых растений семейства Настурциевые, включающее в себя около 90 видов родом из Центральной и Южной Америки.;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%81%D1%82%D1%83%D1%80%D1%86%D0%B8%D1%8F
НАСТУРЦИЯ;Капустоцветные;Настурциевые (лат. Tropaeolaceae) — семейство двудольных растений, входящее в порядок Капустоцветные,;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%81%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B5%D0%B2%D1%8B%D0%B5
НАСТУРЦИЯ; двудольное растение;Капустоцве́тные (лат. Brassicales) — порядок двудольных растений.;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BF%D1%83%D1%81%D1%82%D0%BE%D1%86%D0%B2%D0%B5%D1%82%D0%BD%D1%8B%D0%B5
НАСТУРЦИЯ;покрытосеменное растение;Двудо́льные (устар. варианты: двусемядольные, дву­семяно­дольные) (лат. Di­cotylé­dones), или Магнолиопси́ды (лат. Magnoliópsida), — класс покрытосеменных растений, у которых зародыш семени имеет две боковые супротивные семядоли.;https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D1%83%D0%B4%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5
НАСТУРЦИЯ;травы;тра́вы, — жизненная форма высших растений;https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%B2%D1%8F%D0%BD%D0%B8%D1%81%D1%82%D1%8B%D0%B5_%D1%80%D0%B0%D1%81%D1%82%D0%B5%D0%BD%D0%B8%D1%8F
НАТУРОПАТ;представитель нетрадиционной медицины;Натуропат – представитель нетрадиционной медицины, объединяющей в себе более 20 направлений, выполняющий лечение пациентов с помощью естественных природных средств, голодания.;https://www.profguide.io/professions/naturopat.html
НАТУРОПАТ;врач;Врач, лечащий естественными (не создаваемыми синтетически) лекарственными средствами: на-стоями и отварами трав, цветочной пыльцой и т.п.;https://classes.ru/all-russian/dictionary-foreign-term-8939.htm
НАТУРОПАТ;человек;Врач — человек, использующий свои навыки, знания и опыт в предупреждении и лечении заболеваний, поддержании нормальной жизнедеятельности организма человека. ;https://ru.wikipedia.org/wiki/%D0%92%D1%80%D0%B0%D1%87
НАТУРОПАТ;медик;Врач -медик, специалист по лечению людей ;https://ru.wiktionary.org/wiki/%D0%B2%D1%80%D0%B0%D1%87
НАТУРОПАТ;специалист;Врач -медик, специалист по лечению людей ;https://ru.wiktionary.org/wiki/%D0%B2%D1%80%D0%B0%D1%87
НАУЧПОП;научно-популярное произведение;научно-популярные произведения литературы, публицистики, кино;https://ru.wiktionary.org/wiki/%D0%BD%D0%B0%D1%83%D1%87%D0%BF%D0%BE%D0%BF
НАУЧПОП;создание;"произведение - результат такого действия; создание, творение";https://ru.wiktionary.org/wiki/%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5
НАУЧПОП;действие;"действие по значению гл. создавать;";https://ru.wiktionary.org/wiki/%D1%81%D0%BE%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5
НАУЧПОП;творение;"произведение - результат такого действия; создание, творение";https://ru.wiktionary.org/wiki/%D1%82%D0%B2%D0%BE%D1%80%D0%B5%D0%BD%D0%B8%D0%B5
НАУЧПОП;процесс деятельности, создающий качественно новые материалы и духовные ценности или итог создания объективно нового.;Творчество — процесс деятельности, создающий качественно новые материалы и духовные ценности или итог создания объективно нового.;https://ru.wikipedia.org/wiki/%D0%A2%D0%B2%D0%BE%D1%80%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE
НАЦБОЛ;сторонник национал-большевизма ;сторонник национал-большевизма ;https://ru.wiktionary.org/wiki/%D0%BD%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB-%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%B5%D0%B2%D0%B8%D0%BA
НАЦБОЛ; лицо;Нацболы: Национал-большевики — лица, придерживающиеся национал-большевистской идеологии.;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%86%D0%B1%D0%BE%D0%BB%D1%8B
НАЦБОЛ;человек;человек стоящий на стороне кого-либо, чего-либо ;https://ru.wiktionary.org/wiki/%D1%81%D1%82%D0%BE%D1%80%D0%BE%D0%BD%D0%BD%D0%B8%D0%BA
НАЦБОЛ;индивидуум;человек вообще, человек, как отдельный индивидуум;https://ru.wiktionary.org/wiki/%D0%BB%D0%B8%D1%86%D0%BE
НАЦБОЛ;личность;отдельная личность;https://ru.wiktionary.org/wiki/%D0%B8%D0%BD%D0%B4%D0%B8%D0%B2%D0%B8%D0%B4%D1%83%D1%83%D0%BC
НАЯДА;спутник;Наяда (др.-греч. Ναϊάς) — внутренний спутник планеты Нептун. ;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%8F%D0%B4%D0%B0_(%D1%81%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA)
НАЯДА; небесное тело;Спу́тник — небесное тело, обращающееся по определённой траектории (орбите) вокруг другого объекта в космическом пространстве под действием гравитации.;https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA_(%D0%BA%D0%BE%D1%81%D0%BC%D0%BE%D1%81)
НАЯДА; физическое тело;Небесное тело — естественное физическое тело, ассоциация, или структура, которую современная наука определяет как расположенную в наблюдаемой Вселенной;https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D1%80%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BE%D0%B1%D1%8A%D0%B5%D0%BA%D1%82
НАЯДА;тело;тело - отдельный предмет в пространстве, а также часть пространства, ограниченная замкнутой поверхностью и обычно заполненная материей ;https://ru.wiktionary.org/wiki/%D1%82%D0%B5%D0%BB%D0%BE
НАЯДА;объект; небесное тело - материальный объект, естественным образом сформировавшийся в космическом пространстве, изучаемый астрономией ;https://ru.wiktionary.org/wiki/%D0%BD%D0%B5%D0%B1%D0%B5%D1%81%D0%BD%D0%BE%D0%B5_%D1%82%D0%B5%D0%BB%D0%BE
НЕВРАСТЕНИЯ; психическое расстройство;Неврастени́я — психическое расстройство из группы неврозов, проявляющееся в повышенной раздражительности, утомляемости, утрате способности к длительному умственному и физическому напряжению.;https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B2%D1%80%D0%B0%D1%81%D1%82%D0%B5%D0%BD%D0%B8%D1%8F
НЕВРАСТЕНИЯ; невроз;Неврастени́я — психическое расстройство из группы неврозов, проявляющееся в повышенной раздражительности, утомляемости, утрате способности к длительному умственному и физическому напряжению.;https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B2%D1%80%D0%B0%D1%81%D1%82%D0%B5%D0%BD%D0%B8%D1%8F
НЕВРАСТЕНИЯ;заболевание;" расстройство - заболевание, вследствие которого перестает нормально функционировать какой-либо орган;";https://ru.wiktionary.org/wiki/%D1%80%D0%B0%D1%81%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%BE
НЕВРАСТЕНИЯ;ухудшение здоровья;заболевание - болезнь, нарушение функционирования организма, серьёзное ухудшение здоровья ;https://ru.wiktionary.org/wiki/%D0%B7%D0%B0%D0%B1%D0%BE%D0%BB%D0%B5%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5
НЕВРАСТЕНИЯ;переход;ухудшение - переход от более благоприятного состояния к менее благоприятному ;https://ru.wiktionary.org/wiki/%D1%83%D1%85%D1%83%D0%B4%D1%88%D0%B5%D0%BD%D0%B8%D0%B5
НЕВРОПАТИЯ;заболевание ;нервное заболевание без постоянных патолого-анатомических изменений;https://ru.wiktionary.org/wiki/%D0%BD%D0%B5%D0%B2%D1%80%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%8F
НЕВРОПАТИЯ;ухудшение здоровья;заболевание - болезнь, нарушение функционирования организма, серьёзное ухудшение здоровья ;https://ru.wiktionary.org/wiki/%D0%B7%D0%B0%D0%B1%D0%BE%D0%BB%D0%B5%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5
НЕВРОПАТИЯ; состояние повышенной возбудимости ;"невропатия -  конституционально обусловленное состояние повышенной возбудимости нервной системы в сочетании с ее повышенной истощаемостью;";https://xn--b1algemdcsb.xn--p1ai/wd/%D0%BD%D0%B5%D0%B2%D1%80%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%8F
НЕВРОПАТИЯ; нарушение возбудимости нервной системы;Врожденное нарушение (повышение) возбудимости вегетативной нервной системы. ;https://classes.ru/all-russian/russian-dictionary-encycl-term-38552.htm
НЕВРОПАТИЯ;болезнь нервной системы;болезни нервной системы;https://classes.ru/all-russian/russian-dictionary-encycl-term-38552.htm
НЕВРОТИК;больной неврозом.;НЕВРОТИК - Больной неврозом.;https://slovar.cc/rus/tolk/58737.html
НЕВРОТИК;человек; невротик - человек, страдающий неврозом;https://ru.wiktionary.org/wiki/%D0%BD%D0%B5%D0%B2%D1%80%D0%BE%D1%82%D0%B8%D0%BA
НЕВРОТИК;примат;"человек - представитель млекопитающих рода Homo отряда приматов; ";https://ru.wiktionary.org/wiki/%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA
НЕВРОТИК;млекопитающее;примат - представитель инфракласса плацентарных млекопитающих;https://ru.wiktionary.org/wiki/%D0%BF%D1%80%D0%B8%D0%BC%D0%B0%D1%82
НЕВРОТИК;животное; представитель фауны, живой организм из царства Animalia, обычно отличаемый от представителей царства растений (Plantae), питающийся готовыми органическими соединениями и способный активно передвигаться ;https://ru.wiktionary.org/wiki/%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D0%BE%D0%B5
НЕДОВЫПОЛНЕНИЕ;действие;действие по значению гл. недовыполнять, недовыполнить, выполнять что-либо не в полной мере, менее запланированного;https://ru.wiktionary.org/wiki/%D0%BD%D0%B5%D0%B4%D0%BE%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5
НЕДОВЫПОЛНЕНИЕ;процесс;Процесс действия по знач. глаг.: недовыполнить.;http://xn----8sbauh0beb7ai9bh.xn--p1ai/%D0%BD%D0%B5%D0%B4%D0%BE%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5
НЕДОВЫПОЛНЕНИЕ;недовыполненная часть;Недовыполненная часть чего-л.;https://classes.ru/all-russian/russian-dictionary-Efremova-term-53007.htm
НЕДОВЫПОЛНЕНИЕ;действие ;действие - результат проявления деятельности чего-нибудь, влияние, воздействие;http://xn----8sbauh0beb7ai9bh.xn--p1ai/%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D0%B5
НЕДОВЫПОЛНЕНИЕ;процесс;процесс - ход, развитие ;https://ru.wiktionary.org/wiki/%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D1%81
НЕДОНЕСЕНИЕ;несообщение ;несообщение органам власти о достоверно известном совершённом или готовящемся преступлении ;https://ru.wiktionary.org/wiki/%D0%BD%D0%B5%D0%B4%D0%BE%D0%BD%D0%B5%D1%81%D0%B5%D0%BD%D0%B8%D0%B5
НЕДОНЕСЕНИЕ;прикосновенность к преступлению;Основными видами прикосновенности к преступлению, являются: … 2) Недонесение о достоверно известном готовящемся или совершенном преступлении.;http://arkalyk.kostanay.gov.kz/rabota-s-naseleniem/borba-s-terrorizmom/Ugol%20otv.php?print=Y
НЕДОНЕСЕНИЕ;деятельность;Прикосновенность к преступлению — это умышленная об­щественно опасная деятельность, возникающая в связи с пре­ступным действием другого лица и препятствующая изобличе­нию преступника.;https://ibrain.kz/ugolovnoe-pravo/prikosnovennost-k-prestupleniyu
НЕДОНЕСЕНИЕ;бездействие;Недонесение о преступлении заключается в умышленном бездействии;https://tengrinews.kz/zakon/verhovnyiy_sud_respubliki_kazahstan/ugolovnoe_pravo/id-P160000014S/
НЕДОНЕСЕНИЕ;правонарушение;бездействие - правонарушение, состоящее в несовершении общественно полезного действия в момент, когда того требовал закон;https://ru.wiktionary.org/wiki/%D0%B1%D0%B5%D0%B7%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D0%B5
